month,day,sunrise_raw,sunset_raw,daylength,daylength_difference,astronomical_twilight_start,astronomical_twilight_end,nautical_twilight_start,nautical_twilight_end,civil_twilight_start,civil_twilight_end,solar_noon_time,solar_noon_mil.mi
9,3,7:01 am ↑ (81°),7:38 pm ↑ (279°),12:36:18,−1:27,5:43 AM,8:56 PM,6:11 AM,8:28 PM,6:38 AM,8:01 PM,1:20 pm (71.7°),93.772
9,4,7:02 am ↑ (82°),7:37 pm ↑ (278°),12:34:50,−1:27,5:43 AM,8:55 PM,6:11 AM,8:27 PM,6:38 AM,8:00 PM,1:19 pm (71.3°),93.749
9,5,7:02 am ↑ (82°),7:35 pm ↑ (278°),12:33:23,−1:27,5:44 AM,8:54 PM,6:12 AM,8:26 PM,6:39 AM,7:59 PM,1:19 pm (71.0°),93.726
9,6,7:02 am ↑ (82°),7:34 pm ↑ (277°),12:31:55,−1:27,5:44 AM,8:52 PM,6:12 AM,8:25 PM,6:39 AM,7:58 PM,1:19 pm (70.6°),93.702
9,7,7:03 am ↑ (83°),7:33 pm ↑ (277°),12:30:27,−1:28,5:45 AM,8:51 PM,6:12 AM,8:24 PM,6:40 AM,7:57 PM,1:18 pm (70.2°),93.678
9,8,7:03 am ↑ (83°),7:32 pm ↑ (277°),12:28:58,−1:28,5:45 AM,8:50 PM,6:13 AM,8:23 PM,6:40 AM,7:55 PM,1:18 pm (69.8°),93.654
9,9,7:04 am ↑ (84°),7:31 pm ↑ (276°),12:27:30,−1:28,5:46 AM,8:49 PM,6:13 AM,8:21 PM,6:41 AM,7:54 PM,1:18 pm (69.5°),93.629
9,10,7:04 am ↑ (84°),7:30 pm ↑ (276°),12:26:01,−1:28,5:46 AM,8:48 PM,6:14 AM,8:20 PM,6:41 AM,7:53 PM,1:17 pm (69.1°),93.605
9,11,7:04 am ↑ (85°),7:29 pm ↑ (275°),12:24:32,−1:28,5:47 AM,8:46 PM,6:14 AM,8:19 PM,6:41 AM,7:52 PM,1:17 pm (68.7°),93.58
9,12,7:05 am ↑ (85°),7:28 pm ↑ (275°),12:23:03,−1:29,5:47 AM,8:45 PM,6:15 AM,8:18 PM,6:42 AM,7:51 PM,1:17 pm (68.3°),93.556
9,13,7:05 am ↑ (85°),7:27 pm ↑ (274°),12:21:34,−1:29,5:48 AM,8:44 PM,6:15 AM,8:17 PM,6:42 AM,7:50 PM,1:16 pm (67.9°),93.531
9,14,7:06 am ↑ (86°),7:26 pm ↑ (274°),12:20:04,−1:29,5:48 AM,8:43 PM,6:16 AM,8:16 PM,6:43 AM,7:49 PM,1:16 pm (67.6°),93.506
9,15,7:06 am ↑ (86°),7:25 pm ↑ (274°),12:18:35,−1:29,5:49 AM,8:42 PM,6:16 AM,8:14 PM,6:43 AM,7:48 PM,1:15 pm (67.2°),93.481
9,16,7:06 am ↑ (87°),7:23 pm ↑ (273°),12:17:05,−1:29,5:49 AM,8:40 PM,6:16 AM,8:13 PM,6:43 AM,7:46 PM,1:15 pm (66.8°),93.456
9,17,7:07 am ↑ (87°),7:22 pm ↑ (273°),12:15:35,−1:29,5:50 AM,8:39 PM,6:17 AM,8:12 PM,6:44 AM,7:45 PM,1:15 pm (66.4°),93.432
9,18,7:07 am ↑ (88°),7:21 pm ↑ (272°),12:14:06,−1:29,5:50 AM,8:38 PM,6:17 AM,8:11 PM,6:44 AM,7:44 PM,1:14 pm (66.0°),93.407
9,19,7:08 am ↑ (88°),7:20 pm ↑ (272°),12:12:36,−1:29,5:51 AM,8:37 PM,6:18 AM,8:10 PM,6:45 AM,7:43 PM,1:14 pm (65.6°),93.382
9,20,7:08 am ↑ (88°),7:19 pm ↑ (271°),12:11:06,−1:29,5:51 AM,8:36 PM,6:18 AM,8:09 PM,6:45 AM,7:42 PM,1:14 pm (65.2°),93.356
9,21,7:08 am ↑ (89°),7:18 pm ↑ (271°),12:09:36,−1:29,5:52 AM,8:35 PM,6:19 AM,8:08 PM,6:45 AM,7:41 PM,1:13 pm (64.9°),93.331
9,22,7:09 am ↑ (89°),7:17 pm ↑ (271°),12:08:06,−1:30,5:52 AM,8:33 PM,6:19 AM,8:07 PM,6:46 AM,7:40 PM,1:13 pm (64.5°),93.306
9,23,7:09 am ↑ (90°),7:16 pm ↑ (270°),12:06:36,−1:30,5:53 AM,8:32 PM,6:19 AM,8:05 PM,6:46 AM,7:39 PM,1:13 pm (64.1°),93.28
9,24,7:10 am ↑ (90°),7:15 pm ↑ (270°),12:05:06,−1:30,5:53 AM,8:31 PM,6:20 AM,8:04 PM,6:47 AM,7:38 PM,1:12 pm (63.7°),93.255
9,25,7:10 am ↑ (91°),7:14 pm ↑ (269°),12:03:36,−1:30,5:53 AM,8:30 PM,6:20 AM,8:03 PM,6:47 AM,7:36 PM,1:12 pm (63.3°),93.229
9,26,7:10 am ↑ (91°),7:12 pm ↑ (269°),12:02:05,−1:30,5:54 AM,8:29 PM,6:21 AM,8:02 PM,6:47 AM,7:35 PM,1:12 pm (62.9°),93.203
9,27,7:11 am ↑ (91°),7:11 pm ↑ (268°),12:00:35,−1:30,5:54 AM,8:28 PM,6:21 AM,8:01 PM,6:48 AM,7:34 PM,1:11 pm (62.5°),93.177
9,28,7:11 am ↑ (92°),7:10 pm ↑ (268°),11:59:05,−1:30,5:55 AM,8:27 PM,6:22 AM,8:00 PM,6:48 AM,7:33 PM,1:11 pm (62.1°),93.151
9,29,7:12 am ↑ (92°),7:09 pm ↑ (268°),11:57:35,−1:29,5:55 AM,8:26 PM,6:22 AM,7:59 PM,6:49 AM,7:32 PM,1:11 pm (61.7°),93.124
9,30,7:12 am ↑ (93°),7:08 pm ↑ (267°),11:56:05,−1:29,5:56 AM,8:24 PM,6:22 AM,7:58 PM,6:49 AM,7:31 PM,1:10 pm (61.4°),93.097
10,1,7:12 am ↑ (93°),7:07 pm ↑ (267°),11:54:36,−1:29,5:56 AM,8:23 PM,6:23 AM,7:57 PM,6:49 AM,7:30 PM,1:10 pm (61.0°),93.07
10,2,7:13 am ↑ (94°),7:06 pm ↑ (266°),11:53:06,−1:29,5:57 AM,8:22 PM,6:23 AM,7:56 PM,6:50 AM,7:29 PM,1:10 pm (60.6°),93.043
10,3,7:13 am ↑ (94°),7:05 pm ↑ (266°),11:51:36,−1:29,5:57 AM,8:21 PM,6:24 AM,7:55 PM,6:50 AM,7:28 PM,1:09 pm (60.2°),93.016
10,4,7:14 am ↑ (94°),7:04 pm ↑ (265°),11:50:07,−1:29,5:57 AM,8:20 PM,6:24 AM,7:53 PM,6:51 AM,7:27 PM,1:09 pm (59.8°),92.989
10,5,7:14 am ↑ (95°),7:03 pm ↑ (265°),11:48:37,−1:29,5:58 AM,8:19 PM,6:25 AM,7:52 PM,6:51 AM,7:26 PM,1:09 pm (59.4°),92.961
10,6,7:15 am ↑ (95°),7:02 pm ↑ (265°),11:47:08,−1:29,5:58 AM,8:18 PM,6:25 AM,7:51 PM,6:52 AM,7:25 PM,1:08 pm (59.0°),92.934
10,7,7:15 am ↑ (96°),7:01 pm ↑ (264°),11:45:39,−1:29,5:59 AM,8:17 PM,6:25 AM,7:50 PM,6:52 AM,7:24 PM,1:08 pm (58.7°),92.906
10,8,7:16 am ↑ (96°),7:00 pm ↑ (264°),11:44:10,−1:28,5:59 AM,8:16 PM,6:26 AM,7:49 PM,6:53 AM,7:23 PM,1:08 pm (58.3°),92.879
10,9,7:16 am ↑ (97°),6:59 pm ↑ (263°),11:42:42,−1:28,6:00 AM,8:15 PM,6:26 AM,7:48 PM,6:53 AM,7:22 PM,1:08 pm (57.9°),92.852
10,10,7:16 am ↑ (97°),6:58 pm ↑ (263°),11:41:13,−1:28,6:00 AM,8:14 PM,6:27 AM,7:47 PM,6:53 AM,7:21 PM,1:07 pm (57.5°),92.825
10,11,7:17 am ↑ (97°),6:57 pm ↑ (262°),11:39:45,−1:28,6:00 AM,8:13 PM,6:27 AM,7:46 PM,6:54 AM,7:20 PM,1:07 pm (57.1°),92.798
10,12,7:17 am ↑ (98°),6:56 pm ↑ (262°),11:38:17,−1:27,6:01 AM,8:12 PM,6:28 AM,7:46 PM,6:54 AM,7:19 PM,1:07 pm (56.8°),92.771
10,13,7:18 am ↑ (98°),6:55 pm ↑ (262°),11:36:50,−1:27,6:01 AM,8:11 PM,6:28 AM,7:45 PM,6:55 AM,7:18 PM,1:06 pm (56.4°),92.744
10,14,7:18 am ↑ (99°),6:54 pm ↑ (261°),11:35:22,−1:27,6:02 AM,8:10 PM,6:29 AM,7:44 PM,6:55 AM,7:17 PM,1:06 pm (56.0°),92.718
10,15,7:19 am ↑ (99°),6:53 pm ↑ (261°),11:33:55,−1:27,6:02 AM,8:09 PM,6:29 AM,7:43 PM,6:56 AM,7:16 PM,1:06 pm (55.6°),92.692
10,16,7:19 am ↑ (99°),6:52 pm ↑ (260°),11:32:28,−1:26,6:03 AM,8:09 PM,6:29 AM,7:42 PM,6:56 AM,7:15 PM,1:06 pm (55.3°),92.665
10,17,7:20 am ↑ (100°),6:51 pm ↑ (260°),11:31:02,−1:26,6:03 AM,8:08 PM,6:30 AM,7:41 PM,6:57 AM,7:14 PM,1:06 pm (54.9°),92.639
10,18,7:20 am ↑ (100°),6:50 pm ↑ (260°),11:29:36,−1:26,6:04 AM,8:07 PM,6:30 AM,7:40 PM,6:57 AM,7:13 PM,1:05 pm (54.6°),92.614
10,19,7:21 am ↑ (101°),6:49 pm ↑ (259°),11:28:10,−1:25,6:04 AM,8:06 PM,6:31 AM,7:39 PM,6:58 AM,7:12 PM,1:05 pm (54.2°),92.588
10,20,7:22 am ↑ (101°),6:48 pm ↑ (259°),11:26:45,−1:25,6:05 AM,8:05 PM,6:31 AM,7:38 PM,6:58 AM,7:12 PM,1:05 pm (53.8°),92.562
10,21,7:22 am ↑ (101°),6:47 pm ↑ (258°),11:25:20,−1:24,6:05 AM,8:04 PM,6:32 AM,7:38 PM,6:59 AM,7:11 PM,1:05 pm (53.5°),92.537
10,22,7:23 am ↑ (102°),6:47 pm ↑ (258°),11:23:56,−1:24,6:06 AM,8:04 PM,6:32 AM,7:37 PM,6:59 AM,7:10 PM,1:05 pm (53.1°),92.512
10,23,7:23 am ↑ (102°),6:46 pm ↑ (258°),11:22:32,−1:24,6:06 AM,8:03 PM,6:33 AM,7:36 PM,7:00 AM,7:09 PM,1:05 pm (52.8°),92.487
10,24,7:24 am ↑ (103°),6:45 pm ↑ (257°),11:21:08,−1:23,6:07 AM,8:02 PM,6:33 AM,7:35 PM,7:00 AM,7:08 PM,1:04 pm (52.4°),92.462
10,25,7:24 am ↑ (103°),6:44 pm ↑ (257°),11:19:45,−1:23,6:07 AM,8:01 PM,6:34 AM,7:34 PM,7:01 AM,7:07 PM,1:04 pm (52.1°),92.437
10,26,7:25 am ↑ (103°),6:43 pm ↑ (256°),11:18:22,−1:22,6:08 AM,8:01 PM,6:34 AM,7:34 PM,7:01 AM,7:07 PM,1:04 pm (51.7°),92.412
10,27,7:25 am ↑ (104°),6:42 pm ↑ (256°),11:17:01,−1:21,6:08 AM,8:00 PM,6:35 AM,7:33 PM,7:02 AM,7:06 PM,1:04 pm (51.4°),92.387
10,28,7:26 am ↑ (104°),6:42 pm ↑ (256°),11:15:39,−1:21,6:09 AM,7:59 PM,6:35 AM,7:32 PM,7:03 AM,7:05 PM,1:04 pm (51.1°),92.362
10,29,7:27 am ↑ (105°),6:41 pm ↑ (255°),11:14:18,−1:20,6:09 AM,7:59 PM,6:36 AM,7:32 PM,7:03 AM,7:05 PM,1:04 pm (50.7°),92.337
10,30,7:27 am ↑ (105°),6:40 pm ↑ (255°),11:12:58,−1:20,6:10 AM,7:58 PM,6:36 AM,7:31 PM,7:04 AM,7:04 PM,1:04 pm (50.4°),92.312
10,31,7:28 am ↑ (105°),6:40 pm ↑ (255°),11:11:39,−1:19,6:10 AM,7:57 PM,6:37 AM,7:30 PM,7:04 AM,7:03 PM,1:04 pm (50.1°),92.287
12,1,6:50 am ↑ (114°),5:29 pm ↑ (246°),10:39:04,−0:42,5:28 AM,6:50 PM,5:56 AM,6:22 PM,6:25 AM,5:54 PM,12:09 pm (42.4°),91.66
12,2,6:50 am ↑ (114°),5:29 pm ↑ (246°),10:38:24,−0:40,5:29 AM,6:50 PM,5:57 AM,6:22 PM,6:25 AM,5:54 PM,12:10 pm (42.3°),91.645
12,3,6:51 am ↑ (114°),5:29 pm ↑ (246°),10:37:45,−0:38,5:30 AM,6:50 PM,5:58 AM,6:22 PM,6:26 AM,5:54 PM,12:10 pm (42.1°),91.63
12,4,6:52 am ↑ (114°),5:29 pm ↑ (246°),10:37:08,−0:36,5:30 AM,6:50 PM,5:58 AM,6:22 PM,6:27 AM,5:54 PM,12:10 pm (42.0°),91.615
12,5,6:52 am ↑ (115°),5:29 pm ↑ (245°),10:36:33,−0:34,5:31 AM,6:51 PM,5:59 AM,6:23 PM,6:28 AM,5:54 PM,12:11 pm (41.9°),91.601
12,6,6:53 am ↑ (115°),5:29 pm ↑ (245°),10:36:00,−0:33,5:32 AM,6:51 PM,6:00 AM,6:23 PM,6:28 AM,5:54 PM,12:11 pm (41.7°),91.587
12,7,6:54 am ↑ (115°),5:29 pm ↑ (245°),10:35:29,−0:31,5:32 AM,6:51 PM,6:00 AM,6:23 PM,6:29 AM,5:54 PM,12:12 pm (41.6°),91.574
12,8,6:55 am ↑ (115°),5:30 pm ↑ (245°),10:35:00,−0:29,5:33 AM,6:51 PM,6:01 AM,6:23 PM,6:30 AM,5:55 PM,12:12 pm (41.5°),91.561
12,9,6:55 am ↑ (115°),5:30 pm ↑ (245°),10:34:33,−0:27,5:33 AM,6:52 PM,6:02 AM,6:23 PM,6:30 AM,5:55 PM,12:13 pm (41.4°),91.549
12,10,6:56 am ↑ (115°),5:30 pm ↑ (245°),10:34:08,−0:25,5:34 AM,6:52 PM,6:02 AM,6:24 PM,6:31 AM,5:55 PM,12:13 pm (41.3°),91.537
12,11,6:57 am ↑ (115°),5:30 pm ↑ (245°),10:33:45,−0:23,5:35 AM,6:52 PM,6:03 AM,6:24 PM,6:31 AM,5:55 PM,12:13 pm (41.2°),91.526
12,12,6:57 am ↑ (115°),5:31 pm ↑ (245°),10:33:24,−0:21,5:35 AM,6:53 PM,6:03 AM,6:24 PM,6:32 AM,5:56 PM,12:14 pm (41.2°),91.515
12,13,6:58 am ↑ (115°),5:31 pm ↑ (245°),10:33:05,−0:19,5:36 AM,6:53 PM,6:04 AM,6:25 PM,6:33 AM,5:56 PM,12:14 pm (41.1°),91.505
12,14,6:58 am ↑ (116°),5:31 pm ↑ (244°),10:32:48,−0:16,5:36 AM,6:53 PM,6:05 AM,6:25 PM,6:33 AM,5:56 PM,12:15 pm (41.0°),91.496
12,15,6:59 am ↑ (116°),5:32 pm ↑ (244°),10:32:33,−0:14,5:37 AM,6:54 PM,6:05 AM,6:25 PM,6:34 AM,5:57 PM,12:15 pm (41.0°),91.487
12,16,7:00 am ↑ (116°),5:32 pm ↑ (244°),10:32:20,−0:12,5:38 AM,6:54 PM,6:06 AM,6:26 PM,6:34 AM,5:57 PM,12:16 pm (40.9°),91.478
12,17,7:00 am ↑ (116°),5:32 pm ↑ (244°),10:32:09,−0:10,5:38 AM,6:54 PM,6:06 AM,6:26 PM,6:35 AM,5:58 PM,12:16 pm (40.9°),91.471
12,18,7:01 am ↑ (116°),5:33 pm ↑ (244°),10:32:01,−0:08,5:39 AM,6:55 PM,6:07 AM,6:27 PM,6:36 AM,5:58 PM,12:17 pm (40.9°),91.463
12,19,7:01 am ↑ (116°),5:33 pm ↑ (244°),10:31:55,−0:06,5:39 AM,6:55 PM,6:07 AM,6:27 PM,6:36 AM,5:58 PM,12:17 pm (40.8°),91.456
12,20,7:02 am ↑ (116°),5:34 pm ↑ (244°),10:31:50,−0:04,5:40 AM,6:56 PM,6:08 AM,6:28 PM,6:37 AM,5:59 PM,12:18 pm (40.8°),91.45
12,21,7:02 am ↑ (116°),5:34 pm ↑ (244°),10:31:48,−0:02,5:40 AM,6:56 PM,6:08 AM,6:28 PM,6:37 AM,5:59 PM,12:18 pm (40.8°),91.444
12,22,7:03 am ↑ (116°),5:35 pm ↑ (244°),10:31:49,< 1s,5:41 AM,6:57 PM,6:09 AM,6:29 PM,6:38 AM,6:00 PM,12:19 pm (40.8°),91.438
12,23,7:03 am ↑ (116°),5:35 pm ↑ (244°),10:31:51,+0:02,5:41 AM,6:57 PM,6:09 AM,6:29 PM,6:38 AM,6:00 PM,12:19 pm (40.8°),91.433
12,24,7:04 am ↑ (116°),5:36 pm ↑ (244°),10:31:55,+0:04,5:42 AM,6:58 PM,6:10 AM,6:30 PM,6:39 AM,6:01 PM,12:20 pm (40.8°),91.428
12,25,7:04 am ↑ (116°),5:36 pm ↑ (244°),10:32:02,+0:06,5:42 AM,6:58 PM,6:10 AM,6:30 PM,6:39 AM,6:02 PM,12:20 pm (40.9°),91.423
12,26,7:05 am ↑ (116°),5:37 pm ↑ (244°),10:32:11,+0:08,5:43 AM,6:59 PM,6:11 AM,6:31 PM,6:40 AM,6:02 PM,12:21 pm (40.9°),91.419
12,27,7:05 am ↑ (116°),5:37 pm ↑ (244°),10:32:21,+0:10,5:43 AM,7:00 PM,6:11 AM,6:31 PM,6:40 AM,6:03 PM,12:21 pm (40.9°),91.415
12,28,7:06 am ↑ (116°),5:38 pm ↑ (244°),10:32:34,+0:13,5:43 AM,7:00 PM,6:12 AM,6:32 PM,6:40 AM,6:03 PM,12:22 pm (41.0°),91.412
12,29,7:06 am ↑ (116°),5:39 pm ↑ (245°),10:32:50,+0:15,5:44 AM,7:01 PM,6:12 AM,6:33 PM,6:41 AM,6:04 PM,12:22 pm (41.0°),91.409
12,30,7:06 am ↑ (115°),5:39 pm ↑ (245°),10:33:07,+0:17,5:44 AM,7:01 PM,6:12 AM,6:33 PM,6:41 AM,6:04 PM,12:23 pm (41.1°),91.406
12,31,7:07 am ↑ (115°),5:40 pm ↑ (245°),10:33:26,+0:19,5:45 AM,7:02 PM,6:13 AM,6:34 PM,6:41 AM,6:05 PM,12:23 pm (41.2°),91.403
